
------------------------------ Clearup -------------------------------
NavGraph for maps/Raven_DM1.map loaded okay
Average edge length is 23.7036
Neighborhood range set to 24.7036
Partitioning navgraph nodes...
Loading map...
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Wall
Creating a Spawn Point
Creating a Spawn Point
Creating a Spawn Point
Creating a Health
Creating a Health
Creating a Health
Creating a rocket_launcher
Creating a Railgun
Creating a shotgun
Creating a shotgun
Creating a rocket_launcher
maps/Raven_DM1.map loaded okay
Adding a rocket 404 at pos  77.3828 366.002
Adding someone to team 1
Adding a bolt 1930 at pos  82.3276 369.425
Adding a bolt 1932 at pos  124.761 67.0198
Adding a bolt 1934 at pos  109.835 120.385
Adding a bolt 1936 at pos  157.49 355.738
Adding a bolt 1938 at pos  115.025 64.0386
Adding a bolt 1940 at pos  62.1412 196.947
Adding a bolt 1942 at pos  102.014 128.119
Adding a bolt 1944 at pos  104.291 61.6455
Adding a shotgun shell 1946 at pos  335.291 330.478
Adding a shotgun shell 1947 at pos  335.291 330.478
Adding a shotgun shell 1948 at pos  335.291 330.478
Adding a shotgun shell 1949 at pos  335.291 330.478
Adding a shotgun shell 1950 at pos  335.291 330.478
Adding a shotgun shell 1951 at pos  335.291 330.478
Adding a shotgun shell 1952 at pos  335.291 330.478
Adding a shotgun shell 1953 at pos  335.291 330.478
Adding a shotgun shell 1954 at pos  335.291 330.478
Adding a shotgun shell 1955 at pos  335.291 330.478
Adding a bolt 1957 at pos  62.8187 352.977
Adding a bolt 1959 at pos  95.5045 135.488
Adding a bolt 1961 at pos  152.075 367.445
Adding a bolt 1963 at pos  96.0487 61.6913
Adding a shotgun shell 1965 at pos  433.277 234.278
Adding a shotgun shell 1966 at pos  433.277 234.278
Adding a shotgun shell 1967 at pos  433.277 234.278
Adding a shotgun shell 1968 at pos  433.277 234.278
Adding a shotgun shell 1969 at pos  433.277 234.278
Adding a shotgun shell 1970 at pos  433.277 234.278
Adding a shotgun shell 1971 at pos  433.277 234.278
Adding a shotgun shell 1972 at pos  433.277 234.278
Adding a shotgun shell 1973 at pos  433.277 234.278
Adding a shotgun shell 1974 at pos  433.277 234.278
Adding a bolt 1976 at pos  63.2525 353.263
Adding a bolt 1978 at pos  142.725 364.197
Adding a bolt 1980 at pos  92.8749 71.0488
Adding a bolt 1982 at pos  78.1232 340.159
Adding a bolt 1984 at pos  54.6428 347.711
Adding a bolt 1986 at pos  91.4426 81.4991
Adding a bolt 1988 at pos  129.48 361.557
Adding a shotgun shell 1990 at pos  340.996 335.993
Adding a shotgun shell 1991 at pos  340.996 335.993
Adding a shotgun shell 1992 at pos  340.996 335.993
Adding a shotgun shell 1993 at pos  340.996 335.993
Adding a shotgun shell 1994 at pos  340.996 335.993
Adding a shotgun shell 1995 at pos  340.996 335.993
Adding a shotgun shell 1996 at pos  340.996 335.993
Adding a shotgun shell 1997 at pos  340.996 335.993
Adding a shotgun shell 1998 at pos  340.996 335.993
Adding a shotgun shell 1999 at pos  340.996 335.993
Adding a rocket 2001 at pos  443.779 240.143
Adding a bolt 2003 at pos  90.6649 91.4683
Adding a bolt 2005 at pos  119.513 360.76
Adding a bolt 2007 at pos  32.7207 215.604
Adding a bolt 2009 at pos  90.1126 175.192
Adding a bolt 2011 at pos  52.6744 339.993
Adding a bolt 2013 at pos  115.969 350.406
Adding a bolt 2015 at pos  75.4284 99.8179
Adding a shotgun shell 2017 at pos  341.587 336.128
Adding a shotgun shell 2018 at pos  341.587 336.128
Adding a shotgun shell 2019 at pos  341.587 336.128
Adding a shotgun shell 2020 at pos  341.587 336.128
Adding a shotgun shell 2021 at pos  341.587 336.128
Adding a shotgun shell 2022 at pos  341.587 336.128
Adding a shotgun shell 2023 at pos  341.587 336.128
Adding a shotgun shell 2024 at pos  341.587 336.128
Adding a shotgun shell 2025 at pos  341.587 336.128
Adding a shotgun shell 2026 at pos  341.587 336.128
Adding a bolt 2028 at pos  54.8802 339.907
BOT 403 IS STUCK!!
Adding a rocket 2030 at pos  440.545 240.393
Adding a bolt 2032 at pos  57.7188 339.452
Adding a bolt 2034 at pos  59.2684 103.308
Adding a bolt 2036 at pos  92.3533 144.372
Adding a shotgun shell 2038 at pos  434.715 247.7
Adding a shotgun shell 2039 at pos  434.715 247.7
Adding a shotgun shell 2040 at pos  434.715 247.7
Adding a shotgun shell 2041 at pos  434.715 247.7
Adding a shotgun shell 2042 at pos  434.715 247.7
Adding a shotgun shell 2043 at pos  434.715 247.7
Adding a shotgun shell 2044 at pos  434.715 247.7
Adding a shotgun shell 2045 at pos  434.715 247.7
Adding a shotgun shell 2046 at pos  434.715 247.7
Adding a shotgun shell 2047 at pos  434.715 247.7
Adding someone to team 1
Adding a bolt 2049 at pos  59.795 339.693
Adding a bolt 2051 at pos  65.0707 98.5216
Adding a shotgun shell 2053 at pos  336.137 332.338
Adding a shotgun shell 2054 at pos  336.137 332.338
Adding a shotgun shell 2055 at pos  336.137 332.338
Adding a shotgun shell 2056 at pos  336.137 332.338
Adding a shotgun shell 2057 at pos  336.137 332.338
Adding a shotgun shell 2058 at pos  336.137 332.338
Adding a shotgun shell 2059 at pos  336.137 332.338
Adding a shotgun shell 2060 at pos  336.137 332.338
Adding a shotgun shell 2061 at pos  336.137 332.338
Adding a shotgun shell 2062 at pos  336.137 332.338
Adding a bolt 2064 at pos  97.0278 137.887
Adding a bolt 2066 at pos  72.779 92.161
Adding a bolt 2068 at pos  61.6258 339.773
Adding a bolt 2070 at pos  101.736 129.131
Adding a bolt 2072 at pos  62.0758 339.698
Adding a bolt 2074 at pos  81.5774 84.0013
Adding a rocket 2076 at pos  418.049 243.632
Adding a shotgun shell 2078 at pos  415.168 267.943
Adding a shotgun shell 2079 at pos  415.168 267.943
Adding a shotgun shell 2080 at pos  415.168 267.943
Adding a shotgun shell 2081 at pos  415.168 267.943
Adding a shotgun shell 2082 at pos  415.168 267.943
Adding a shotgun shell 2083 at pos  415.168 267.943
Adding a shotgun shell 2084 at pos  415.168 267.943
Adding a shotgun shell 2085 at pos  415.168 267.943
Adding a shotgun shell 2086 at pos  415.168 267.943
Adding a shotgun shell 2087 at pos  415.168 267.943
Adding a bolt 2089 at pos  62.8858 340.297
Adding a bolt 2091 at pos  110.008 385.58
Adding a shotgun shell 2093 at pos  333.264 325.738
Adding a shotgun shell 2094 at pos  333.264 325.738
Adding a shotgun shell 2095 at pos  333.264 325.738
Adding a shotgun shell 2096 at pos  333.264 325.738
Adding a shotgun shell 2097 at pos  333.264 325.738
Adding a shotgun shell 2098 at pos  333.264 325.738
Adding a shotgun shell 2099 at pos  333.264 325.738
Adding a shotgun shell 2100 at pos  333.264 325.738
Adding a shotgun shell 2101 at pos  333.264 325.738
Adding a shotgun shell 2102 at pos  333.264 325.738
BOT 401 IS STUCK!!
Adding a rail gun slug2104 at pos  36.2942 320.354
Adding a bolt 2106 at pos  413.501 250.216
Adding a bolt 2108 at pos  62.4131 340.062
Adding a bolt 2110 at pos  113.927 383.937
Adding a bolt 2112 at pos  40.9998 330.183
Adding a bolt 2114 at pos  406.437 252.607
Adding a bolt 2116 at pos  134.039 112.699
Adding a bolt 2118 at pos  66.0053 104.446
Adding a shotgun shell 2120 at pos  390.086 271.565
Adding a shotgun shell 2121 at pos  390.086 271.565
Adding a shotgun shell 2122 at pos  390.086 271.565
Adding a shotgun shell 2123 at pos  390.086 271.565
Adding a shotgun shell 2124 at pos  390.086 271.565
Adding a shotgun shell 2125 at pos  390.086 271.565
Adding a shotgun shell 2126 at pos  390.086 271.565
Adding a shotgun shell 2127 at pos  390.086 271.565
Adding a shotgun shell 2128 at pos  390.086 271.565
Adding a shotgun shell 2129 at pos  390.086 271.565
Adding a bolt 2131 at pos  401.354 251.707
Adding a shotgun shell 2133 at pos  306.576 320.852
Adding a shotgun shell 2134 at pos  306.576 320.852
Adding a shotgun shell 2135 at pos  306.576 320.852
Adding a shotgun shell 2136 at pos  306.576 320.852
Adding a shotgun shell 2137 at pos  306.576 320.852
Adding a shotgun shell 2138 at pos  306.576 320.852
Adding a shotgun shell 2139 at pos  306.576 320.852
Adding a shotgun shell 2140 at pos  306.576 320.852
Adding a shotgun shell 2141 at pos  306.576 320.852
Adding a shotgun shell 2142 at pos  306.576 320.852
Adding a bolt 2144 at pos  140.299 107.718
Adding a bolt 2146 at pos  72.4494 103.294
Adding a bolt 2148 at pos  88.075 180.684
Adding a rocket 2150 at pos  399.104 250.849
Adding a bolt 2152 at pos  112.354 387.865
Adding a bolt 2154 at pos  40.0506 330.226
Adding a bolt 2156 at pos  147.577 101.462
Adding a bolt 2158 at pos  82.0777 101.487
Adding a bolt 2160 at pos  61.6179 339.509
Adding a bolt 2162 at pos  40.2611 354.343
Adding a shotgun shell 2164 at pos  369.697 268.827
Adding a shotgun shell 2165 at pos  369.697 268.827
Adding a shotgun shell 2166 at pos  369.697 268.827
Adding a shotgun shell 2167 at pos  369.697 268.827
Adding a shotgun shell 2168 at pos  369.697 268.827
Adding a shotgun shell 2169 at pos  369.697 268.827
Adding a shotgun shell 2170 at pos  369.697 268.827
Adding a shotgun shell 2171 at pos  369.697 268.827
Adding a shotgun shell 2172 at pos  369.697 268.827
Adding a shotgun shell 2173 at pos  369.697 268.827
Adding a bolt 2175 at pos  60.9185 342.264
Adding a rocket 2177 at pos  387.722 255.112
Adding a bolt 2179 at pos  40.5956 332.272
Adding a bolt 2181 at pos  112.372 389.238
Adding a shotgun shell 2183 at pos  278.59 320.12
Adding a shotgun shell 2184 at pos  278.59 320.12
Adding a shotgun shell 2185 at pos  278.59 320.12
Adding a shotgun shell 2186 at pos  278.59 320.12
Adding a shotgun shell 2187 at pos  278.59 320.12
Adding a shotgun shell 2188 at pos  278.59 320.12
Adding a shotgun shell 2189 at pos  278.59 320.12
Adding a shotgun shell 2190 at pos  278.59 320.12
Adding a shotgun shell 2191 at pos  278.59 320.12
Adding a shotgun shell 2192 at pos  278.59 320.12
BOT 588 IS STUCK!!
Adding a bolt 2194 at pos  62.471 339.78
Adding a bolt 2196 at pos  107.839 100.285
Adding a rocket 2198 at pos  369.825 258.151
Adding a bolt 2200 at pos  40.2496 327.065
Adding a bolt 2202 at pos  41.014 352.777
Adding a bolt 2204 at pos  119.841 385.074
Adding a bolt 2206 at pos  99.9461 133.499
Adding a bolt 2208 at pos  177.821 72.4921
Adding a bolt 2210 at pos  40.8774 330.3
BOT 602 IS STUCK!!
Adding a bolt 2212 at pos  128.441 100.068
Adding a bolt 2214 at pos  356.825 259.037
Adding a bolt 2216 at pos  126.004 377.26
Adding a shotgun shell 2218 at pos  250.301 299.099
Adding a shotgun shell 2219 at pos  250.301 299.099
Adding a shotgun shell 2220 at pos  250.301 299.099
Adding a shotgun shell 2221 at pos  250.301 299.099
Adding a shotgun shell 2222 at pos  250.301 299.099
Adding a shotgun shell 2223 at pos  250.301 299.099
Adding a shotgun shell 2224 at pos  250.301 299.099
Adding a shotgun shell 2225 at pos  250.301 299.099
Adding a shotgun shell 2226 at pos  250.301 299.099
Adding a shotgun shell 2227 at pos  250.301 299.099
Adding a bolt 2229 at pos  106.167 125.081
Adding a bolt 2231 at pos  41.2221 331.71
Adding a bolt 2233 at pos  136.438 100.043
Adding a bolt 2235 at pos  349.936 259.314
Adding a bolt 2237 at pos  45.7623 354.643
Adding a bolt 2239 at pos  41.4011 332.797
Adding a bolt 2241 at pos  189.424 54.4604
Adding a bolt 2243 at pos  340.942 259.624
Adding a bolt 2245 at pos  66.81 39.9663
Adding a bolt 2247 at pos  71.9326 339.514
Adding a bolt 2249 at pos  119.798 122.099
Adding a bolt 2251 at pos  40.8173 331.169
Adding a bolt 2253 at pos  192.996 46.1995
Adding a bolt 2255 at pos  122.939 385.455
Adding a bolt 2257 at pos  152.969 92.4021
Adding a bolt 2259 at pos  76.8037 39.9809
Adding a bolt 2261 at pos  328.945 259.816
Adding a bolt 2263 at pos  51.2295 347.884
Adding a shotgun shell 2265 at pos  231.737 281.468
Adding a shotgun shell 2266 at pos  231.737 281.468
Adding a shotgun shell 2267 at pos  231.737 281.468
Adding a shotgun shell 2268 at pos  231.737 281.468
Adding a shotgun shell 2269 at pos  231.737 281.468
Adding a shotgun shell 2270 at pos  231.737 281.468
Adding a shotgun shell 2271 at pos  231.737 281.468
Adding a shotgun shell 2272 at pos  231.737 281.468
Adding a shotgun shell 2273 at pos  231.737 281.468
Adding a shotgun shell 2274 at pos  231.737 281.468
Adding a bolt 2276 at pos  39.0831 328.941
Adding a bolt 2278 at pos  128.865 380.825
Adding a bolt 2280 at pos  194.022 43.5674
Adding a bolt 2282 at pos  87.5345 339.853
Adding a bolt 2284 at pos  321.945 259.884
BOT 588 IS STUCK!!
Adding a bolt 2286 at pos  122.327 112.014
Adding a bolt 2288 at pos  84.2233 29.9129
Adding a bolt 2290 at pos  35.9939 334.998
Adding a bolt 2292 at pos  191.702 52.9919
Adding a bolt 2294 at pos  97.5281 339.919
Adding a bolt 2296 at pos  312.342 259.942
Adding a bolt 2298 at pos  64.4681 343.611
Adding a bolt 2300 at pos  116.427 106.563
Adding a rail gun slug2302 at pos  42.5545 337.65
Adding a bolt 2304 at pos  83.5006 31.576
Adding a bolt 2306 at pos  106.528 339.959
Adding a bolt 2308 at pos  303.345 259.965
Adding a bolt 2310 at pos  73.2316 342.251
Adding a shotgun shell 2312 at pos  213.959 263.896
Adding a shotgun shell 2313 at pos  213.959 263.896
Adding a shotgun shell 2314 at pos  213.959 263.896
Adding a shotgun shell 2315 at pos  213.959 263.896
Adding a shotgun shell 2316 at pos  213.959 263.896
Adding a shotgun shell 2317 at pos  213.959 263.896
Adding a shotgun shell 2318 at pos  213.959 263.896
Adding a shotgun shell 2319 at pos  213.959 263.896
Adding a shotgun shell 2320 at pos  213.959 263.896
Adding a shotgun shell 2321 at pos  213.959 263.896
Adding a bolt 2323 at pos  120.227 113.255
Adding a bolt 2325 at pos  123.812 386.778
Adding a bolt 2327 at pos  80.018 37.6324
Adding a bolt 2329 at pos  113.528 339.971
Adding a bolt 2331 at pos  296.345 259.981
Adding a bolt 2333 at pos  53.2796 338.691
Adding a bolt 2335 at pos  80.169 341.32
Adding a bolt 2337 at pos  190.388 74.7373
Adding a bolt 2339 at pos  132.289 385.719
Adding a bolt 2341 at pos  123.228 339.987
Adding a bolt 2343 at pos  286.345 259.989
Adding a bolt 2345 at pos  63.2524 339.403
Adding a bolt 2347 at pos  90.1453 340.746
Adding a bolt 2349 at pos  181.161 101.644
Adding a bolt 2351 at pos  191.239 82.4952
Adding a bolt 2353 at pos  142.203 384.427
Adding a bolt 2355 at pos  133.128 339.992
Adding a bolt 2357 at pos  74.2491 339.658
Adding a bolt 2359 at pos  101.138 340.333
Adding a bolt 2361 at pos  182.795 115.512
Adding a bolt 2363 at pos  153.151 383.364
Adding a bolt 2365 at pos  190.698 95.1812
Adding a bolt 2367 at pos  183.039 125.507
Adding a bolt 2369 at pos  190.389 106.142
Adding a bolt 2371 at pos  141.289 385.198
Adding a bolt 2373 at pos  361.014 237.841
Adding a bolt 2375 at pos  249.745 259.999
Adding a bolt 2377 at pos  130.407 384.459
Adding a bolt 2379 at pos  359.273 227.004
Adding someone to team 1
Adding a bolt 2381 at pos  238.745 260
Adding a bolt 2383 at pos  149.418 307.04
Adding a bolt 2385 at pos  144.305 337.13
Adding a bolt 2387 at pos  356.8 218.038
Adding a bolt 2389 at pos  196.101 156.029
Adding a bolt 2391 at pos  191.779 134.499
Adding a bolt 2393 at pos  174.658 85.7553
Adding a bolt 2395 at pos  220.145 260
Adding a bolt 2397 at pos  354.933 213.662
Adding a bolt 2399 at pos  149.756 292.044
Adding a bolt 2401 at pos  137.82 387.867
Adding a bolt 2403 at pos  151.741 325.454
Adding a bolt 2405 at pos  204.013 163.603
Adding a bolt 2407 at pos  197.863 142.634
Adding a bolt 2409 at pos  181.958 78.9544
Adding a bolt 2411 at pos  210.688 255.277
Adding a bolt 2413 at pos  149.889 282.439
Adding a bolt 2415 at pos  152.284 315.751
Adding a bolt 2417 at pos  210.527 171.185
Adding a bolt 2419 at pos  358.016 224.75
Adding a bolt 2421 at pos  203.582 150.806
Adding a bolt 2423 at pos  191.038 75.1507
Adding a bolt 2425 at pos  144.628 334.403
Adding a bolt 2427 at pos  202.643 249.338
Adding a bolt 2429 at pos  149.944 271.446
Adding a bolt 2431 at pos  150.981 305.217
Adding a bolt 2433 at pos  218.661 178.571
Adding a bolt 2435 at pos  359.454 235.561
Adding a bolt 2437 at pos  147.803 324.331
Adding a bolt 2439 at pos  197.581 73.0394
Adding a bolt 2441 at pos  193.588 243.579
Adding a bolt 2443 at pos  152.04 260.731
Adding a bolt 2445 at pos  150.631 294.226
Adding a bolt 2447 at pos  359.591 246.552
Adding a rocket 2449 at pos  190.028 75.2691
Adding a bolt 2451 at pos  148.719 314.401
Adding a bolt 2453 at pos  183.389 239.456
Adding a bolt 2455 at pos  227.882 194.124
Adding a bolt 2457 at pos  150.273 283.233
Adding a bolt 2459 at pos  358.902 257.53
Adding a bolt 2461 at pos  225.513 175.362
Adding a rail gun slug2463 at pos  133.139 356.867
Adding a bolt 2465 at pos  150.106 299.167
Adding a bolt 2467 at pos  152.915 247.963
Adding a bolt 2469 at pos  178.652 236.328
Adding a bolt 2471 at pos  361.706 252.035
Adding a bolt 2473 at pos  191.354 232.268
Adding a bolt 2475 at pos  173.625 261.622
Adding a bolt 2477 at pos  205.348 222.658
Adding a bolt 2479 at pos  180.909 252.09
Adding a bolt 2481 at pos  256.382 177.813
Adding a bolt 2483 at pos  263.063 169.074
Adding a bolt 2485 at pos  222.178 208.867
Adding a bolt 2487 at pos  196.017 234.791
Adding a bolt 2489 at pos  270.3 160.809
Adding a bolt 2491 at pos  229.408 201.252
Adding a bolt 2493 at pos  182.814 251.028
Adding a bolt 2495 at pos  204.261 226.071
Adding a bolt 2497 at pos  277.862 152.82
Adding a bolt 2499 at pos  149.993 295.683
Adding a bolt 2501 at pos  237.757 192.635
Adding a bolt 2503 at pos  189.136 242.555
Adding a bolt 2505 at pos  211.689 218.509
Adding a rail gun slug
